ID	S002_FU3	S002_FU4	S002_FU5	S013_FU1	S013_FU2	S013_FU3	S017_BL	S017_FU1	S017_FU2	S020_NTS1	S020_FU4	S020_FU5	S029_BL	S029_FU1	S029_FU2	S007_BL	S007_FU1	S007_FU2	S007_NTS1	S007_FU3	S007_FU5	S008_FU1	S008_FU2	S008_FU3	S009_BL	S009_FU1	S009_FU2	S009_FU3	S009_FU4	S019_BL	S019_FU1	S019_FU2	S019_FU3	S019_FU4
cg00478479	0.418666202	0.516765407	0.413974388	0.253611549	0.382642235	0.230493752	0.108988847	0.181877792	0.096399126	0.260379245	0.415378367	0.468173244	0.454334817	0.324154821	0.506959689	0.098382741	0.412624697	0.252730923	0.288363672	0.223262145	0.314903474	0.620406377	0.789146153	0.705506534	0.352702195	0.382929822	0.413461246	0.695412362	0.362931259	0.5950402	0.439950331	0.571233113	0.756934588	0.67882132
cg00481644	0.075020794	0.083395596	0.097664484	0.177784396	0.267449397	0.047291556	0.133309477	0.101689671	0.079387249	0.14946468	0.126004781	0.185602298	0.176903759	0.073655398	0.162778976	0.250783666	0.126651062	0.216522795	0.268240887	0.036521521	0.064423916	0.368096336	0.431428448	0.160849824	0.120971238	0.077711577	0.16475338	0.076831362	0.097355051	0.133852765	0.228918547	0.11832487	0.146660421	0.152612672
cg00482994	0.934791705	0.901586397	0.952930701	0.946440577	0.931297891	0.960776542	0.9296647	0.893088872	0.935479548	0.952618986	0.953744091	0.944950477	0.959246451	0.951413118	0.949889935	0.928518749	0.933819218	0.92611191	0.927016097	0.955918246	0.932050648	0.766837622	0.730996548	0.852727691	0.961519642	0.940036101	0.959230098	0.93915808	0.794547376	0.72365993	0.959279992	0.763850715	0.653217857	0.676568096
cg00489401	0.217738789	0.274456064	0.149748177	0.225784314	0.247373562	0.15711032	0.266526382	0.072591251	0.160443892	0.411780614	0.357132412	0.440117694	0.239706995	0.319768882	0.158029625	0.176376625	0.144357748	0.183791785	0.287053657	0.239435886	0.084799648	0.620445336	0.658887039	0.395852414	0.125044001	0.233778898	0.295727357	0.197308166	0.547769218	0.693816178	0.234434011	0.571670919	0.725225551	0.827504616
cg00498305	0.199668443	0.252293269	0.260007731	0.16630162	0.327360091	0.208043459	0.196797356	0.240561636	0.141343556	0.142355449	0.135546164	0.21005141	0.391362408	0.315371308	0.299172474	0.280733316	0.205427008	0.347736481	0.37744766	0.147146276	0.210670652	0.527970417	0.490414629	0.351536499	0.251248388	0.329244292	0.312708021	0.278029425	0.342151854	0.327233912	0.401682059	0.285261706	0.405443094	0.383153856
cg00502926	0.407602661	0.504571881	0.480654595	0.316034993	0.501172222	0.230641156	0.2634987	0.396567206	0.408265665	0.388199672	0.295034998	0.399847363	0.424927236	0.188567	0.383414601	0.558819309	0.628113152	0.425511362	0.576973481	0.303010043	0.35247838	0.372204898	0.584849422	0.310156997	0.186609711	0.359118679	0.458843833	0.452802265	0.35887576	0.610635837	0.316521858	0.46184188	0.558573547	0.554279562
cg00503866	0.221938845	0.262883447	0.206035236	0.163106293	0.344855698	0.113464328	0.163728925	0.167724682	0.123351359	0.174798797	0.185314769	0.197837298	0.288283385	0.307211427	0.24416493	0.137506153	0.204462141	0.233960704	0.335977819	0.117141901	0.104891714	0.383519702	0.454050207	0.282075408	0.164530257	0.243397064	0.272416341	0.083099098	0.215685924	0.458865379	0.353623448	0.332043672	0.528323519	0.457956564
cg00517080	0.614875353	0.695376578	0.552809568	0.758483451	0.662121033	0.745420183	0.792300748	0.78201398	0.738305603	0.777995829	0.82602147	0.76001623	0.660625073	0.769946887	0.620896299	0.717808117	0.760810685	0.62678942	0.442249437	0.799491205	0.672994227	0.726673434	0.813054454	0.790696346	0.807826981	0.773976224	0.637325387	0.778387472	0.733747668	0.767460325	0.689507631	0.731444164	0.852136601	0.835855684
cg00529958	0.060254879	0.043362986	0.033819124	0.040653816	0.083302759	0.026872617	0.038879508	0.054028142	0.034614254	0.055126756	0.040782641	0.055003725	0.048793425	0.056979098	0.04803093	0.075907076	0.04161762	0.086642405	0.150529742	0.02613422	0.033513413	0.297986977	0.355772693	0.12327457	0.068719522	0.033083443	0.051086623	0.044830851	0.166104056	0.354267408	0.135578109	0.265203533	0.397726215	0.416969144
cg00530720	0.139659069	0.182395619	0.092446182	0.157600355	0.129487123	0.197420769	0.095243972	0.183397402	0.208502639	0.172782395	0.212151947	0.227498371	0.146860574	0.096601305	0.264274169	0.191579302	0.269498666	0.0791185	0.122215139	0.16737654	0.131213195	0.279096717	0.531071503	0.369378926	0.069901617	0.123185748	0.187441668	0.119779274	0.182273152	0.386467201	0.100840308	0.274576307	0.458218577	0.486826292
cg00543976	0.130775632	0.223456602	0.096697716	0.074187108	0.279906678	0.102950087	0.051838059	0.051399404	0.06418667	0.174668169	0.059474954	0.052691287	0.1219928	0.053760957	0.060535853	0.25568238	0.104116325	0.215595925	0.320118778	0.113280677	0.0835949	0.341665512	0.367053701	0.226036476	0.039454603	0.056824836	0.088990039	0.048327362	0.180313385	0.304198658	0.239682902	0.306070006	0.471039542	0.427042722
cg00544436	0.071486429	0.134620865	0.060527163	0.064287135	0.049395239	0.065628488	0.084409308	0.064811297	0.060167499	0.071864401	0.062231604	0.050955696	0.060875353	0.085465126	0.067487913	0.089385109	0.086736028	0.045783092	0.030707838	0.083346219	0.064905396	0.279976835	0.369547675	0.278009458	0.042095278	0.065691909	0.067663778	0.095523499	0.171033851	0.333623952	0.047745603	0.326199418	0.482262059	0.469996709
cg00594408	0.12894592	0.230963355	0.185675829	0.138048326	0.180360968	0.13431177	0.130812262	0.129640906	0.125806995	0.173731566	0.138655065	0.128427963	0.148108423	0.143824225	0.124870062	0.345805559	0.173484781	0.189427181	0.225627362	0.14860884	0.151328127	0.378971821	0.387099307	0.251206932	0.142254622	0.134654485	0.185925815	0.142737013	0.207322615	0.383410537	0.246969549	0.277607552	0.405800204	0.437897101
cg00599564	0.069049115	0.100038385	0.058040328	0.077056363	0.097173772	0.062821801	0.070856499	0.041909834	0.078854062	0.106975801	0.05069662	0.082426248	0.072194706	0.071250893	0.049367045	0.074492523	0.12006895	0.109521942	0.103102972	0.070124459	0.100908856	0.217696983	0.340784885	0.191287359	0.048264877	0.054430269	0.082850706	0.05356809	0.137094095	0.189445104	0.104354611	0.125096793	0.268740997	0.309693151
cg00645339	0.043729002	0.058428999	0.034683499	0.02725898	0.034562271	0.029694625	0.038440849	0.031105407	0.035853989	0.032277718	0.033252544	0.034171578	0.032137476	0.031067437	0.052110018	0.025059143	0.029223117	0.029563433	0.027256394	0.02945326	0.032255888	0.396959525	0.452435493	0.235343043	0.03568747	0.032849932	0.050275985	0.032002063	0.270167076	0.370997906	0.029676028	0.236331631	0.401939444	0.416628449
cg00656735	0.115734317	0.147130755	0.116489748	0.252759511	0.143431314	0.160481432	0.216010034	0.176890623	0.125860109	0.221115027	0.245004797	0.211685108	0.181012845	0.092204083	0.110583277	0.129041258	0.171564941	0.189633732	0.140241667	0.105699006	0.150645277	0.339295733	0.446354541	0.4070797	0.119234449	0.224696717	0.123594094	0.298175198	0.254297532	0.309716644	0.192993215	0.250224676	0.502722071	0.455760914
cg00673646	0.045929182	0.053460251	0.045732998	0.077748338	0.063794356	0.058762016	0.068000321	0.040020453	0.049369287	0.057093322	0.050462531	0.052811028	0.039680324	0.064077135	0.043434763	0.218583624	0.081838146	0.056867154	0.071183527	0.058103875	0.052768156	0.08702574	0.161985934	0.057608856	0.027728271	0.059118402	0.04449701	0.040943903	0.039353312	0.051357497	0.0723303	0.035872164	0.026948669	0.063050414
cg00674004	0.467878963	0.515170672	0.469126204	0.201919353	0.475421314	0.200444785	0.284814434	0.248458367	0.32016689	0.387182158	0.304571969	0.266138068	0.320963459	0.32054624	0.366804662	0.316184584	0.365425124	0.385686146	0.499247156	0.274386992	0.277269966	0.445689384	0.472070511	0.405066663	0.222295057	0.257527101	0.292881946	0.37802626	0.365249611	0.465748958	0.363413666	0.321399038	0.611525563	0.716080593
cg00685014	0.111001131	0.212926563	0.139328701	0.051133149	0.254048937	0.062146322	0.081104057	0.044713588	0.097204155	0.118589858	0.094710751	0.149237362	0.12297103	0.052992531	0.157731575	0.212328932	0.145315229	0.163332603	0.215366296	0.105346756	0.096363281	0.332377005	0.328973365	0.18519771	0.056113468	0.1096889	0.137040614	0.128420298	0.09210996	0.3245818	0.177361719	0.297962262	0.494062025	0.470267603
cg00690082	0.272595526	0.303225181	0.324169423	0.265633617	0.283578484	0.173560393	0.151559036	0.29277213	0.215013662	0.238630375	0.299447245	0.259095475	0.26827064	0.309058478	0.242126284	0.295269485	0.348322371	0.282018859	0.369052745	0.253977691	0.229094508	0.41428693	0.42471868	0.272163096	0.148701949	0.252599139	0.266299297	0.276787647	0.301511166	0.312914966	0.271544339	0.238960065	0.428945383	0.425438462
cg00701946	0.781266087	0.777264806	0.807098427	0.855717527	0.850597868	0.886080759	0.732511988	0.772591317	0.73899007	0.873323272	0.834401919	0.816235078	0.845868107	0.878508198	0.824558545	0.846988838	0.779954181	0.792379012	0.808125802	0.735305545	0.769076933	0.824125204	0.86525966	0.827658919	0.830200371	0.853745522	0.841769229	0.863851968	0.874319983	0.876112141	0.851327755	0.847409326	0.831588013	0.88436379
cg00718513	0.783158225	0.749570074	0.756370382	0.850242008	0.637042968	0.902312501	0.906735544	0.886482352	0.902923258	0.809239702	0.801595074	0.801614159	0.77702392	0.912026066	0.80404314	0.729032483	0.858114967	0.753211277	0.584537355	0.843937802	0.756836669	0.633361125	0.653211664	0.779440195	0.874851016	0.886334149	0.792264029	0.885346856	0.753149015	0.748400147	0.734379987	0.772991901	0.576347665	0.573074967
cg00724015	0.689431026	0.636484957	0.705670935	0.511106477	0.520949197	0.474590016	0.701904273	0.611608516	0.668099565	0.528753191	0.493768069	0.463572217	0.670825598	0.679812959	0.638490016	0.56992386	0.542668264	0.656416782	0.588035882	0.615671469	0.668699969	0.528218414	0.456769529	0.546912883	0.7176283	0.63791882	0.711244683	0.663164401	0.655797408	0.523154217	0.683175902	0.640572843	0.455656188	0.43257174
cg00725401	0.121901182	0.151298505	0.139638424	0.08675376	0.139430111	0.095429222	0.094026086	0.08595863	0.0692471	0.068467967	0.076842369	0.034875745	0.129790456	0.102675638	0.101532269	0.152202701	0.195030324	0.104313163	0.131498746	0.100069614	0.132033703	0.309272285	0.419270309	0.233990239	0.094196831	0.161037669	0.103748661	0.034453514	0.205191444	0.315868494	0.231272671	0.295407434	0.416918219	0.375629467
cg00732807	0.855372977	0.904591271	0.815644183	0.874285842	0.866570063	0.860843608	0.852024786	0.826927115	0.867465901	0.870280818	0.810539541	0.883640553	0.892327512	0.850698332	0.878007252	0.820092276	0.888191734	0.881256636	0.882156786	0.848081933	0.838412095	0.779493349	0.673700737	0.793205299	0.856558951	0.877822836	0.867275545	0.903064655	0.802051845	0.689045577	0.874212586	0.783485464	0.638338631	0.579892847
cg00734904	0.0786658	0.116837744	0.064403049	0.065173047	0.085533501	0.043020212	0.072015465	0.057996223	0.050141001	0.072435081	0.044573881	0.053036924	0.070654198	0.064721002	0.06410177	0.105078239	0.100566371	0.105618393	0.14998217	0.058496799	0.057341084	0.201809253	0.278808535	0.211030307	0.04289058	0.060821687	0.06909006	0.051568351	0.183036479	0.183367811	0.118511387	0.10826593	0.280518135	0.247485008
cg00753399	0.712325887	0.707425395	0.720231507	0.566269367	0.614102336	0.602800324	0.702708933	0.660789932	0.686233812	0.717861334	0.599878665	0.599987458	0.75820711	0.48791707	0.653861702	0.650911684	0.560162768	0.765731925	0.556295228	0.595473661	0.573681147	0.641384673	0.649812946	0.696856347	0.728843783	0.703063142	0.638720605	0.679439088	0.700161084	0.588728123	0.672603513	0.736226016	0.642802359	0.654063481
cg00755063	0.076330596	0.135773514	0.03865054	0.031222493	0.052385136	0.05089271	0.054580033	0.048040431	0.050855803	0.084338932	0.090066948	0.062058573	0.067549011	0.040497225	0.057603343	0.071188362	0.030150738	0.035227043	0.027241528	0.070558393	0.039623436	0.403472733	0.494469921	0.252121434	0.037297565	0.058546871	0.077965268	0.072371261	0.054559047	0.236363597	0.058417834	0.299051792	0.495845114	0.486428847
cg00756032	0.113596346	0.090780009	0.067750167	0.094948924	0.089642695	0.070262637	0.100848031	0.097121974	0.070274482	0.13007505	0.074882656	0.083824249	0.088185194	0.056820239	0.101735095	0.097004831	0.143308396	0.103724976	0.131077271	0.098511019	0.140534571	0.3108833	0.438537605	0.258492473	0.06354448	0.097642897	0.112674617	0.084961294	0.161552116	0.495790228	0.110367082	0.32104011	0.545604972	0.631045805
cg00765705	0.316100635	0.311851095	0.305543302	0.051806249	0.592085936	0.045440294	0.041176932	0.04076168	0.079386542	0.192476438	0.056137727	0.047925394	0.270518806	0.044503506	0.215734909	0.063792062	0.084602722	0.321479215	0.569925415	0.111728959	0.153301025	0.559919844	0.645106965	0.380331601	0.050795055	0.059139767	0.177649343	0.04759991	0.275745845	0.540551461	0.334962444	0.346570787	0.652310586	0.761097263
cg00766220	0.161860575	0.213240598	0.266598604	0.12876177	0.313303225	0.151072529	0.118630689	0.266166206	0.229540888	0.277301531	0.175610251	0.310779428	0.357535902	0.527592004	0.371522187	0.26698307	0.218519751	0.280624632	0.316580107	0.184908048	0.231281089	0.451972709	0.564794319	0.450128178	0.303254358	0.270573342	0.357965365	0.44043674	0.378511865	0.57516378	0.375177991	0.47856154	0.673972581	0.70611216
cg00770443	0.468365628	0.50816006	0.48288018	0.604210779	0.58225973	0.616370786	0.69742792	0.603098541	0.700343602	0.648374253	0.620331248	0.603876689	0.578425445	0.618530437	0.528579191	0.51498572	0.467191585	0.474451784	0.41932131	0.484098694	0.532977205	0.521299264	0.365362693	0.451375083	0.632023135	0.572396756	0.501375802	0.539378355	0.513300557	0.449008439	0.614938622	0.477885721	0.321760691	0.348590557
cg00779065	0.115778824	0.210647103	0.143032098	0.05588311	0.172506958	0.045502621	0.092324847	0.076052373	0.087371573	0.131718106	0.112494314	0.116145672	0.148150926	0.060211878	0.173372933	0.072184285	0.153701589	0.145825978	0.208554328	0.139325548	0.124272117	0.28161314	0.36438393	0.179222467	0.086911662	0.087732751	0.151865597	0.084884171	0.17517449	0.420702959	0.153976225	0.382072131	0.554311303	0.591472487
cg00780520	0.81723238	0.807253491	0.85573808	0.844469907	0.739086066	0.872890595	0.872627354	0.884437563	0.878627731	0.7983235	0.859259756	0.859350939	0.787876869	0.866317861	0.82746147	0.864664401	0.823234157	0.76587621	0.745279573	0.861633804	0.861144985	0.778444922	0.737872951	0.819837545	0.849634667	0.844141559	0.853396745	0.800202769	0.859890418	0.670441505	0.80859822	0.734895177	0.651491197	0.636102856
cg00793186	0.224903461	0.238371335	0.219569305	0.240906216	0.313860025	0.155380055	0.211823007	0.21418433	0.137613251	0.229181584	0.196393441	0.170692695	0.364750707	0.39741947	0.29304018	0.360882786	0.284201092	0.237184771	0.292146943	0.189990332	0.237034194	0.469242014	0.638291104	0.401644695	0.189321242	0.256784378	0.197462017	0.208562747	0.322979421	0.43146189	0.324564412	0.358541549	0.518820929	0.483829972
cg00794881	0.072667544	0.131249328	0.085542657	0.055434137	0.095434165	0.039038409	0.089465354	0.084181414	0.062917117	0.072795607	0.046945483	0.044697682	0.082685664	0.043406692	0.066223496	0.275840137	0.053367267	0.114881869	0.105551311	0.10165387	0.140685672	0.318016837	0.40039534	0.292639038	0.053435568	0.056921374	0.081034557	0.040837725	0.071800713	0.376329345	0.167842037	0.242170611	0.479475172	0.523919028
cg00815214	0.054457381	0.188633497	0.122189272	0.040615395	0.127855685	0.038788002	0.002396469	0.020786879	0.055863302	0.168454697	0.059993051	0.052488031	0.160350381	0.030016781	0.117769381	0.075951667	0.133512729	0.157054899	0.224834702	0.094713482	0.07440135	0.28830838	0.36443856	0.313055301	0.081030559	0.137795635	0.09671647	0.091529949	0.121454278	0.225818584	0.188082033	0.143609989	0.384239537	0.399622945
cg00831735	0.501592366	0.652222923	0.67512244	0.623757879	0.679906034	0.420404588	0.564971804	0.459736522	0.514937682	0.521266754	0.444286555	0.466213202	0.749246879	0.562312018	0.573036901	0.568206686	0.47929673	0.763233316	0.635087496	0.590858768	0.572788651	0.65287483	0.494933306	0.513011934	0.767843803	0.678471523	0.681224824	0.634387607	0.551104984	0.281843225	0.660077007	0.385128767	0.278151313	0.250095806
cg00848728	0.068308195	0.05842752	0.04840952	0.033758923	0.066480437	0.055167399	0.046256178	0.031843007	0.055482589	0.038611272	0.032364976	0.030398704	0.047570085	0.043131046	0.055705521	0.027646717	0.066766096	0.045564518	0.096939131	0.026150609	0.046417558	0.219024937	0.290377568	0.13239974	0.040229413	0.040236158	0.076582528	0.063373884	0.114513729	0.291640168	0.0685261	0.208349313	0.353302967	0.378788834
cg00852846	0.115907661	0.127300353	0.080399138	0.039750967	0.231137018	0.077918371	0.061880948	0.061926979	0.047538957	0.099532391	0.100050869	0.073821699	0.134815219	0.057649641	0.090415918	0.096719435	0.08586287	0.139312789	0.154140356	0.060160908	0.044939387	0.173874944	0.09737873	0.06054025	0.06038947	0.049143752	0.159041224	0.034833633	0.096312712	0.083471467	0.184338408	0.056552918	0.106953853	0.077905099
cg00858599	0.08107985	0.164343169	0.102186067	0.119537517	0.092493517	0.059918406	0.084741536	0.099482117	0.062918121	0.112182728	0.063811233	0.119078705	0.132871517	0.10376113	0.11590162	0.11302051	0.074474485	0.10662443	0.105114481	0.077903954	0.078055628	0.3201468	0.399390435	0.193166931	0.079591358	0.13661	0.104226509	0.08352235	0.223988766	0.359456333	0.153215299	0.295693765	0.440317991	0.382946105
cg00863469	0.868154138	0.84459513	0.892461439	0.831517241	0.902157214	0.872077711	0.863118393	0.839409908	0.889131214	0.881206226	0.856532084	0.838120889	0.897166584	0.903790547	0.882912291	0.884769344	0.739160824	0.856792255	0.885768043	0.807745116	0.831789001	0.655351181	0.623717269	0.776480809	0.858499361	0.882444568	0.874971736	0.891185554	0.80846923	0.58318035	0.86052139	0.669304393	0.466053674	0.491950742
cg00866632	0.815719917	0.794355892	0.82055714	0.817985023	0.765943771	0.833825519	0.821823351	0.829072032	0.876288698	0.82031594	0.771383458	0.774408374	0.804395381	0.843395632	0.822786839	0.801732154	0.808008829	0.820919187	0.715933412	0.80842963	0.810567555	0.71823587	0.6994519	0.717433958	0.855052229	0.779452789	0.789885719	0.850256007	0.757496125	0.651978806	0.778520928	0.732403164	0.594545841	0.598729391
cg00886387	0.890748198	0.863665524	0.879462937	0.813583957	0.874781554	0.788242839	0.810552886	0.843393306	0.790189204	0.826112175	0.816569768	0.826102738	0.873741647	0.860635874	0.869181427	0.772961712	0.78983913	0.778990014	0.792610304	0.798181466	0.80780453	0.869113113	0.878190043	0.858381866	0.857876707	0.890760027	0.880235554	0.891549077	0.786120695	0.854482509	0.872577867	0.822315805	0.880530285	0.853018921
